temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),weather_heavy intensity rain,Year,Month,Day,weather_broken clouds,weather_sky is clear,weather_few clouds,weather_light rain,weather_moderate rain,weather_overcast clouds,weather_scattered clouds
10.68,,9.98,11.13,1017.0,95.0,0.74,75.0,7,0.0,0.251,0.019,0,2023,3,18,1,0,0,0,0,0,0
10.68,,9.98,11.42,1018.0,95.0,0.96,71.0,8,0.572,0.0,0.131,0,2023,3,18,1,0,0,0,0,0,0
11.23,,11.09,11.23,1018.0,95.0,1.33,72.0,9,0.0,0.0,0.257,0,2023,3,18,1,0,0,0,0,0,0
11.27,,11.23,13.13,1018.0,95.0,1.95,78.0,10,0.668,0.0,0.321,0,2023,3,18,1,0,0,0,0,0,0
12.37,,12.2,14.13,1019.0,94.0,2.6,81.0,11,0.035,0.0,0.251,0,2023,3,18,1,0,0,0,0,0,0
12.87,,12.13,12.89,1019.0,93.0,3.06,90.0,12,0.0,0.0,0.251,0,2023,3,18,0,0,0,0,0,1,0
13.45,,12.84,14.13,1019.0,92.0,3.61,100.0,13,0.0,0.0,0.255,0,2023,3,18,0,0,0,0,0,1,0
15.04,,12.84,15.86,1018.0,80.0,2.97,97.0,14,0.0,0.0,0.323,0,2023,3,18,0,0,0,0,0,1,0
15.08,,13.4,15.11,1018.0,81.0,3.81,91.0,15,0.755,0.0,0.428,0,2023,3,18,0,0,0,0,0,1,0
14.52,,13.31,16.42,1019.0,79.0,3.63,91.0,16,0.725,0.0,0.474,0,2023,3,18,0,0,0,0,0,1,0
14.53,,13.31,15.31,1019.0,79.0,2.88,91.0,17,0.263,0.0,0.203,0,2023,3,18,0,0,0,0,0,1,0
13.96,,12.2,14.2,1020.0,82.0,2.29,88.0,18,0.714,0.0,0.022,0,2023,3,18,0,0,0,0,0,1,0
12.85,,11.09,12.89,1021.0,85.0,1.61,15.0,19,1.288,0.0,0.0,0,2023,3,18,0,0,1,0,0,0,0
11.76,,10.53,11.78,1022.0,88.0,1.16,12.0,20,0.739,0.0,0.0,0,2023,3,18,0,0,1,0,0,0,0
11.21,,9.98,11.73,1022.0,91.0,0.9,12.0,21,0.512,0.0,0.0,0,2023,3,18,0,0,1,0,0,0,0
10.66,,9.42,11.18,1023.0,92.0,0.91,18.0,22,0.0,1.377,0.0,0,2023,3,18,0,0,1,0,0,0,0
10.1,,9.13,11.18,1023.0,92.0,0.87,23.0,23,0.0,1.483,0.0,0,2023,3,18,0,0,1,0,0,0,0
10.09,,8.64,10.62,1022.0,93.0,0.9,29.0,0,0.0,0.641,0.0,0,2023,3,19,0,0,0,0,0,0,1
9.56,,8.09,10.62,1023.0,93.0,1.27,28.0,1,0.0,0.38,0.0,0,2023,3,19,0,0,0,0,0,0,1
9.53,,7.53,10.07,1023.0,94.0,1.78,54.0,2,0.0,0.317,0.0,0,2023,3,19,1,0,0,0,0,0,0
8.96,,6.98,9.51,1022.0,94.0,1.46,69.0,3,0.0,0.362,0.0,0,2023,3,19,1,0,0,0,0,0,0
8.43,,6.98,9.51,1022.0,94.0,1.33,77.0,4,0.0,0.305,0.0,0,2023,3,19,1,0,0,0,0,0,0
8.36,,5.13,8.95,1023.0,94.0,1.69,81.0,5,0.0,0.302,0.0,0,2023,3,19,1,0,0,0,0,0,0
7.81,,5.13,7.89,1023.0,95.0,1.8,84.0,6,0.0,0.344,0.0,0,2023,3,19,1,0,0,0,0,0,0
7.81,,5.13,7.89,1024.0,94.0,1.7,27.0,7,0.0,0.297,0.069,0,2023,3,19,0,0,0,0,0,0,1
9.46,,6.42,9.56,1023.0,95.0,1.41,63.0,8,0.056,0.0,0.241,0,2023,3,19,1,0,0,0,0,0,0
10.02,,8.13,10.11,1023.0,93.0,1.2,76.0,9,0.29,0.0,0.488,0,2023,3,19,1,0,0,0,0,0,0
12.81,,10.13,13.09,1023.0,80.0,1.43,82.0,10,0.039,0.0,0.6,0,2023,3,19,1,0,0,0,0,0,0
13.97,,12.75,14.75,1023.0,79.0,0.67,85.0,11,0.904,0.0,0.952,0,2023,3,19,0,0,0,0,0,1,0
15.08,,14.13,16.98,1023.0,71.0,0.46,87.0,12,0.282,0.0,0.862,0,2023,3,19,0,0,0,0,0,1,0
16.17,,14.13,16.98,1022.0,63.0,0.65,100.0,13,0.141,0.0,0.775,0,2023,3,19,0,0,0,0,0,1,0
16.92,,13.95,18.09,1021.0,62.0,1.12,100.0,14,0.0,0.0,0.434,0,2023,3,19,0,0,0,0,0,1,0
18.81,,14.51,19.2,1021.0,56.0,1.17,100.0,15,0.357,0.0,0.644,0,2023,3,19,0,0,0,0,0,1,0
18.81,,14.51,19.0,1021.0,55.0,1.54,100.0,16,0.584,0.0,0.399,0,2023,3,19,0,0,0,0,0,1,0
19.34,,14.51,19.56,1021.0,52.0,1.6,100.0,17,1.051,0.0,0.109,0,2023,3,19,0,0,0,0,0,1,0
17.16,,13.13,17.53,1022.0,67.0,1.4,99.0,18,0.551,0.0,0.006,0,2023,3,19,0,0,0,0,0,1,0
12.58,,12.13,13.4,1023.0,80.0,0.87,100.0,19,1.019,0.0,0.0,0,2023,3,19,0,0,0,0,0,1,0
13.36,,11.13,14.2,1023.0,81.0,0.84,97.0,20,0.523,0.0,0.0,0,2023,3,19,0,0,0,0,0,1,0
12.27,,10.13,13.09,1023.0,84.0,1.06,87.0,21,1.073,0.0,0.0,0,2023,3,19,0,0,0,0,0,1,0
11.7,,9.13,11.98,1023.0,87.0,1.27,82.0,22,0.0,0.985,0.0,0,2023,3,19,1,0,0,0,0,0,0
11.7,,9.13,11.78,1023.0,88.0,1.25,83.0,23,0.0,0.518,0.0,0,2023,3,19,1,0,0,0,0,0,0
11.14,,8.13,11.23,1022.0,88.0,1.59,86.0,0,0.0,0.531,0.0,0,2023,3,20,0,0,0,0,0,1,0
11.65,,8.13,11.78,1022.0,87.0,1.52,99.0,1,0.0,0.488,0.0,0,2023,3,20,0,0,0,0,0,1,0
11.12,,8.13,11.23,1022.0,87.0,1.63,100.0,2,0.0,0.324,0.0,0,2023,3,20,0,0,0,0,0,1,0
11.11,,8.09,11.23,1022.0,88.0,1.7,100.0,3,0.0,0.311,0.0,0,2023,3,20,0,0,0,0,0,1,0
10.56,,7.53,10.67,1022.0,89.0,1.4,100.0,4,0.0,0.284,0.0,0,2023,3,20,0,0,0,0,0,1,0
7.78,,7.13,8.95,1022.0,82.0,1.5,100.0,5,0.0,0.294,0.0,0,2023,3,20,0,0,0,0,0,1,0
7.58,,7.13,8.4,1022.0,81.0,1.42,100.0,6,0.0,0.297,0.001,0,2023,3,20,0,0,0,0,0,1,0
6.74,,6.13,7.84,1022.0,79.0,1.18,100.0,7,0.0,1.112,0.178,0,2023,3,20,0,0,0,0,0,1,0
12.73,,6.13,12.89,1022.0,75.0,0.77,100.0,8,0.0,0.0,0.26,0,2023,3,20,0,0,0,0,0,1,0
14.48,,10.13,14.56,1022.0,71.0,0.73,100.0,9,0.0,0.0,0.232,0,2023,3,20,0,0,0,0,0,1,0
14.52,,13.13,14.56,1022.0,72.0,1.04,100.0,10,0.0,0.0,0.233,0,2023,3,20,0,0,0,0,0,1,0
16.73,,15.13,18.09,1022.0,67.0,1.48,100.0,11,0.288,0.0,0.46,0,2023,3,20,0,0,0,0,0,1,0
18.94,,17.13,20.86,1022.0,58.0,2.28,96.0,12,0.378,0.0,0.492,0,2023,3,20,0,0,0,0,0,1,0
19.9,,14.51,21.42,1021.0,54.0,3.06,63.0,13,0.0,0.0,0.24,0,2023,3,20,1,0,0,0,0,0,0
19.94,,15.62,21.42,1021.0,52.0,3.6,58.0,14,0.0,0.0,0.237,0,2023,3,20,1,0,0,0,0,0,0
20.46,,16.13,20.86,1020.0,48.0,3.26,72.0,15,0.0,0.0,0.236,0,2023,3,20,1,0,0,0,0,0,0
19.92,,16.13,20.11,1020.0,50.0,2.92,78.0,16,0.0,0.0,0.229,0,2023,3,20,1,0,0,0,0,0,0
18.8,,14.13,19.0,1020.0,54.0,2.62,75.0,17,0.144,0.0,0.099,0,2023,3,20,1,0,0,0,0,0,0
13.75,,13.13,16.98,1021.0,77.0,1.54,76.0,18,1.223,0.0,0.002,0,2023,3,20,1,0,0,0,0,0,0
12.58,,12.13,13.4,1021.0,89.0,1.02,33.0,19,0.502,0.0,0.0,0,2023,3,20,0,0,0,0,0,0,1
12.32,,10.53,12.34,1022.0,85.0,0.54,41.0,20,0.712,0.0,0.0,0,2023,3,20,0,0,0,0,0,0,1
11.22,,10.13,12.29,1022.0,89.0,0.09,60.0,21,1.75,0.0,0.0,0,2023,3,20,1,0,0,0,0,0,0
11.21,,10.13,11.73,1022.0,89.0,0.44,70.0,22,0.0,0.637,0.0,0,2023,3,20,1,0,0,0,0,0,0
10.67,,9.42,11.73,1022.0,90.0,0.42,75.0,23,0.0,0.484,0.0,0,2023,3,20,1,0,0,0,0,0,0
10.11,,9.98,10.31,1022.0,92.0,0.73,80.0,0,0.0,0.531,0.0,0,2023,3,21,1,0,0,0,0,0,0
10.17,,9.75,11.73,1021.0,93.0,1.13,99.0,1,0.0,0.521,0.0,0,2023,3,21,0,0,0,0,0,1,0
10.15,,9.2,11.18,1021.0,93.0,1.16,100.0,2,0.0,0.539,0.0,0,2023,3,21,0,0,0,0,0,1,0
9.63,,8.86,11.18,1021.0,92.0,0.76,100.0,3,0.0,0.248,0.0,0,2023,3,21,0,0,0,0,0,1,0
9.62,,8.86,11.13,1021.0,91.0,0.63,99.0,4,0.0,0.243,0.0,0,2023,3,21,0,0,0,0,0,1,0
9.59,,8.86,10.62,1020.0,92.0,0.83,98.0,5,0.0,0.242,0.0,0,2023,3,21,0,0,0,0,0,1,0
9.59,,8.31,10.62,1020.0,93.0,1.04,83.0,6,0.0,0.244,0.0,0,2023,3,21,1,0,0,0,0,0,0
9.58,,8.86,10.13,1021.0,93.0,1.4,16.0,7,0.0,1.468,0.114,0,2023,3,21,0,0,1,0,0,0,0
10.64,,9.42,10.67,1021.0,93.0,1.03,18.0,8,0.037,0.0,0.247,0,2023,3,21,0,0,1,0,0,0,0
12.81,,11.13,12.89,1021.0,86.0,0.59,16.0,9,0.738,0.0,0.442,0,2023,3,21,0,0,1,0,0,0,0
13.44,,11.73,14.75,1021.0,83.0,0.2,12.0,10,0.0,0.0,0.425,0,2023,3,21,0,0,1,0,0,0,0
15.05,,13.13,16.98,1020.0,76.0,1.26,24.0,11,0.0,0.0,0.25,0,2023,3,21,0,0,1,0,0,0,0
16.49,,16.13,17.53,1020.0,70.0,2.2,21.0,12,0.0,0.0,0.246,0,2023,3,21,0,0,1,0,0,0,0
17.75,,14.51,19.2,1019.0,60.0,2.9,6.0,13,0.0,0.0,0.241,0,2023,3,21,0,1,0,0,0,0,0
18.29,,15.07,19.75,1019.0,61.0,3.78,36.0,14,0.0,0.0,0.245,0,2023,3,21,0,0,0,0,0,0,1
18.29,,15.07,19.75,1018.0,58.0,3.27,30.0,15,0.0,0.0,0.247,0,2023,3,21,0,0,0,0,0,0,1
18.82,,15.07,19.75,1018.0,57.0,3.38,47.0,16,0.0,0.0,0.243,0,2023,3,21,0,0,0,0,0,0,1
17.73,,14.13,18.64,1019.0,68.0,3.6,58.0,17,0.154,0.0,0.104,0,2023,3,21,1,0,0,0,0,0,0
15.59,,13.95,16.98,1019.0,75.0,2.2,60.0,18,1.368,0.0,0.005,0,2023,3,21,1,0,0,0,0,0,0
13.43,,12.13,13.45,1019.0,81.0,0.93,100.0,19,2.282,0.0,0.0,0,2023,3,21,0,0,0,0,0,1,0
12.32,,11.09,13.64,1020.0,86.0,0.36,99.0,20,0.571,0.0,0.0,0,2023,3,21,0,0,0,0,0,1,0
11.24,,11.09,12.53,1020.0,88.0,0.45,99.0,21,0.617,0.0,0.0,0,2023,3,21,0,0,0,0,0,1,0
11.24,,10.53,12.29,1020.0,90.0,0.78,100.0,22,0.0,1.269,0.0,0,2023,3,21,0,0,0,0,0,1,0
10.67,,9.98,11.73,1019.0,91.0,0.87,100.0,23,0.0,0.599,0.0,0,2023,3,21,0,0,0,0,0,1,0
10.14,,10.11,11.73,1019.0,92.0,0.58,100.0,0,0.0,0.59,0.0,0,2023,3,22,0,0,0,0,0,1,0
10.65,,9.98,10.67,1019.0,93.0,0.72,100.0,1,0.0,0.527,0.0,0,2023,3,22,0,0,0,0,0,1,0
10.66,,9.42,11.18,1018.0,92.0,1.22,100.0,2,0.0,0.523,0.0,0,2023,3,22,0,0,0,0,0,1,0
10.66,,8.86,11.18,1017.0,92.0,0.83,100.0,3,0.0,0.356,0.0,0,2023,3,22,0,0,0,0,0,1,0
9.71,,9.13,10.62,1018.0,88.0,0.5,98.0,4,0.0,0.253,0.0,0,2023,3,22,0,0,0,0,0,1,0
10.29,,9.2,10.62,1018.0,88.0,0.81,98.0,5,0.0,0.246,0.0,0,2023,3,22,0,0,0,0,0,1,0
10.27,,8.86,10.62,1018.0,88.0,1.53,94.0,6,0.0,0.25,0.0,0,2023,3,22,0,0,0,0,0,1,0
9.05,,8.31,10.13,1018.0,90.0,0.99,100.0,7,0.0,1.169,0.123,0,2023,3,22,0,0,0,0,0,1,0
10.92,,9.75,11.23,1018.0,86.0,0.78,100.0,8,0.061,0.0,0.299,0,2023,3,22,0,0,0,0,0,1,0
11.75,,11.09,12.53,1018.0,83.0,1.18,100.0,9,0.0,0.0,0.249,0,2023,3,22,0,0,0,0,0,1,0
12.88,,11.73,14.2,1018.0,79.0,1.6,100.0,10,0.0,0.0,0.241,0,2023,3,22,0,0,0,0,0,1,0
13.47,,13.4,14.13,1017.0,76.0,2.09,100.0,11,0.012,0.0,0.235,0,2023,3,22,0,0,0,0,0,1,0
13.99,,13.4,14.75,1017.0,74.0,2.43,100.0,12,0.0,0.0,0.251,0,2023,3,22,0,0,0,0,0,1,0
14.53,,13.86,15.31,1017.0,72.0,3.12,100.0,13,0.0,0.0,0.253,0,2023,3,22,0,0,0,1,0,0,0
15.06,,13.86,15.86,1017.0,71.0,2.42,100.0,14,0.0,0.0,0.266,0,2023,3,22,0,0,0,0,0,1,0
15.9,,14.42,16.42,1016.0,67.0,2.57,100.0,15,0.0,0.0,0.262,0,2023,3,22,0,0,0,0,0,1,0
15.6,,13.86,15.86,1016.0,70.0,2.63,100.0,16,0.062,0.0,0.241,0,2023,3,22,0,0,0,0,0,1,0
15.08,,14.13,15.11,1015.0,70.0,2.62,100.0,17,0.179,0.0,0.136,0,2023,3,22,0,0,0,0,0,1,0
14.52,,13.13,14.56,1016.0,74.0,2.11,100.0,18,0.802,0.0,0.017,0,2023,3,22,0,0,0,0,0,1,0
13.43,,12.75,13.95,1017.0,93.0,1.32,100.0,19,0.727,0.0,0.0,0,2023,3,22,0,0,0,0,0,1,0
12.38,,12.2,13.4,1017.0,84.0,1.4,100.0,20,0.445,0.0,0.0,0,2023,3,22,0,0,0,0,0,1,0
12.37,,11.64,13.13,1017.0,85.0,1.45,97.0,21,0.565,0.0,0.0,0,2023,3,22,0,0,0,0,0,1,0
12.37,,11.64,13.13,1017.0,87.0,1.35,97.0,22,0.0,1.37,0.0,0,2023,3,22,0,0,0,0,0,1,0
11.83,,11.64,13.13,1017.0,88.0,1.47,97.0,23,0.0,0.315,0.0,0,2023,3,22,0,0,0,0,0,1,0
12.37,,11.64,13.13,1016.0,89.0,1.47,96.0,0,0.0,0.305,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.83,,11.09,13.13,1016.0,89.0,1.47,100.0,1,0.0,0.355,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.82,,11.09,13.13,1015.0,90.0,1.53,100.0,2,0.0,0.398,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.82,,11.09,13.13,1015.0,89.0,1.43,100.0,3,0.0,0.266,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.82,,11.64,13.13,1015.0,89.0,1.45,100.0,4,0.0,0.244,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.27,,11.23,12.53,1014.0,90.0,1.35,100.0,5,0.0,0.238,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.8,,11.09,12.53,1014.0,89.0,1.55,100.0,6,0.0,0.235,0.0,0,2023,3,23,0,0,0,0,0,1,0
11.8,,11.64,12.53,1014.0,89.0,1.65,100.0,7,0.0,1.287,0.105,0,2023,3,23,0,0,0,0,0,1,0
11.8,,11.64,13.09,1014.0,88.0,1.53,100.0,8,1.04,0.0,0.107,0,2023,3,23,0,0,0,0,0,1,0
12.89,,12.75,13.13,1015.0,85.0,1.89,100.0,9,0.059,0.0,0.179,0,2023,3,23,0,0,0,0,0,1,0
13.99,,13.31,15.31,1015.0,85.0,2.34,100.0,10,0.054,0.0,0.186,0,2023,3,23,0,0,0,0,0,1,0
13.99,,13.31,14.2,1015.0,84.0,2.69,100.0,11,0.054,0.0,0.185,0,2023,3,23,0,0,0,0,0,1,0
